Fecha_reporte;MT;Tipo_Mineral;Tonelaje;Ali_Cu;Ali_Pb;Ali_Zn;Ali_Fe;NaCN;ZnSO4;PAX;F582;pH;Flo1_Cu;Flo1_Pb;Flo1_Zn;Flo1_Fe;Cu;Zn;Recup_Cu;CuSO4;SIPX;F582;pH;Flo2_Cu;Flo2_Pb;Flo2_Zn;Flo2_Fe;Cu;Zn;Recup_Zn
24-May-15;3064;M4B;40969;0.85;0.05;0.83;6.98;10;70;20;15;9.7;16.9;1.1;2.6;14.6;64;10.2;61;70;2;5;11;5.05;0.18;24.5;7.46;16.04;80.59;77.5
24-May-15;3065;M4B-MP-Hi-Pb;141814;0.11;1.9;1.62;3.47;40;150;15;15;9.7;1.1;35.9;5.1;9.1;46;13.9;43;150;3;5;11;0.58;3.24;29.33;4.23;20.03;66.55;64
29-May-15;3072;M6;45259;1.42;0.03;2.86;3.94;45;200;20;15;10.2;19.3;0.3;27.3;6.5;81.4;55.3;77;200;20;5;11.2;3.27;0.04;32.79;2.69;8.11;38.99;36
30-May-15;3073;M6;21195;2.17;0.02;4.09;7.25;30;200;30;25;10.3;22.7;0.2;24.6;8.3;81.8;46.8;67;200;20;5;11.2;2.95;0.02;44.16;3.2;5.91;46.56;70
30-May-15;3074;M5;43230;1.68;0.01;1.25;4.78;45;50;30;15;10.4;22.1;0.1;16.9;6.8;80.3;83.9;77.5;;;;;;;;;;;
30-May-15;3075;M2AT;15660;0.29;0.01;0.05;5.87;10;;15;20;9.8;13.4;0.1;0.9;10;52.5;16.4;50;;;;;;;;;;;
31-May-15;3076;M2T(Ox);25406;1.68;0.02;0.28;14.16;30;100;20;10;10.1;22.4;0.2;4;22.7;67.3;69.6;64;;;;;;;;;;;
31-May-15;3077;M4B;38291;3.19;0.02;2.86;15.9;45;200;10;15;10.1;18.7;0.1;10.7;18.9;28.9;18.2;26;200;8;;11.3;11.86;0.08;28.67;13.79;24.12;64.35;62
1-Jun-15;3078;M4B;145901;0.18;0.85;1.32;2.68;5;200;16;10;9.9;3.8;22.9;4.9;6.7;63;10.8;61;150;10;10;11.2;0.7;1.29;17.4;7.3;21.6;74.3;71
2-Jun-15;3082;M5;37144;1.24;0.01;0.19;5.44;30;150;30;20;10.2;25.9;0.1;3.4;10.8;83.3;67;80;;;;;;;;;;;
2-Jun-15;3083;M6;42368;2.16;0.01;2.34;4.64;30;150;10;20;10.1;23.5;0;15.6;9.2;82.1;48.9;79;150;15;5;11.2;3.81;0.01;26.03;4.56;7.49;45.89;43
2-Jun-15;3084;M5;29404;0.72;0.01;0.3;2.07;30;150;25;20;10.3;15.2;0;1.8;6.9;84.3;24.2;81;;;;;;;;;;;
2-Jun-15;3085;M6;55076;1.2;0.01;1.36;4.11;45;150;15;20;10.2;17.9;0.1;3.5;7.5;79.3;13.5;76.5;180;10;5;11.3;3;0.01;26.71;4.14;10.14;78.02;75
2-Jun-15;3086;M5;34114;0.33;0.01;0.03;3.9;10;50;10;10;10.2;9.8;0.1;0.3;5.5;62.6;15.1;59.5;;;;;;;;;;;
6-Jun-15;3092;M2AT;15660;0.28;0.01;0.15;5.79;15;0;20;15;10.2;12.1;0.4;2.2;11.4;82.6;28.4;79.5;;;;;;;;;;;
7-Jun-15;3093;M6;18394;0.6;0;0.32;7.54;15;100;35;10;10;17.3;1.7;6.2;15.6;63.9;6.3;61;250;10;10;11.2;2.27;0.13;41.71;4.54;17.44;87.92;85
7-Jun-15;3094;M2A;25635;0.6;0;0.32;7.54;10;0;45;10;10.3;13.4;0.1;1.4;14.6;77.5;16.1;74.5;;;;;;;;;;;
7-Jun-15;3095;M2AT;32734;0.79;0;0.51;6.82;10;100;25;15;10.2;13.9;0.1;1.9;12.6;47.9;9.7;45;;;;;;;;;;;
9-Jun-15;3096;M6;44216;1.25;0.02;1.14;6.36;50;100;40;20;10.5;27.2;0.3;5.3;11.1;57.3;12.5;54.5;250;15;20;11.2;3.69;0.21;34.49;3.78;6.94;72.64;70
9-Jun-15;3097;M2AT;45874;0.25;0.01;0.02;5.9;5;0;25;10;10.1;12.9;0.2;0.5;12.1;71.6;24.4;68.5;;;;;;;;;;;
9-Jun-15;3098;M4B;64898;1.94;0.01;3.34;9.47;15;100;30;15;10.4;20.5;0.1;9.3;17.7;65;17.4;62;350;25;15;11.2;5.33;0.04;43.75;6.83;15.35;74.16;71.5
10-Jun-15;3099;M4B(Ox);61106;1.38;0.01;1.34;11.6;50;180;25;15;10.2;17;0.1;15.2;20.4;66.4;60.7;62;200;15;5;11.3;2.14;0.01;0.96;34.97;10.61;4.84;4
10-Jun-15;3100;M4B(Ox);54401;0.27;0.01;0.73;4.43;40;100;20;5;10.2;7.8;0.2;3.6;7.4;30.4;5.3;25;160;10;5;11.3;2.19;0.05;23.91;4.16;17.69;72.58;68
10-Jun-15;3101;M2(Ox);28868;0.41;0.01;0.53;4.55;20;80;25;5;10.2;5.6;0.2;7.9;5.3;32.2;34.2;27;;;;;;;;;;;
10-Jun-15;3102;M2(Ox);155985;0.55;0.01;0.07;7.72;5;0;12;10;10.2;15.5;0.2;1.6;18.6;84.1;71.1;80;;;;;;;;;;;
10-Jun-15;3103;M4B(Ox);41370;1.09;0.05;1.81;11.45;50;160;20;5;10.2;10.1;0.2;22.9;17.7;33.3;45.2;28;220;15;5;11.2;2.86;0.07;1.81;32.16;11.41;4.35;3
10-Jun-15;3104;M2(Ox);125880;0.24;0.04;0.28;5.03;30;80;15;15;10.2;4.3;0.5;3.5;16.8;40.2;29;35;;;;;;;;;;;
11-Jun-15;3105;M2;23100;0.48;0.01;0.03;6.85;10;;6;15;10.3;18.3;0.2;0.9;16.5;90;52;87.5;;;;;;;;;;;
12-Jun-15;3106;M4B;164846;0.74;0.1;1.32;16.99;40;150;7;10;10.3;15.6;2.6;8.6;21.5;76.2;23.5;73.5;150;6;10;11.3;2.16;0.12;26.63;12.8;9.79;67.28;65
12-Jun-15;3107;M4B(Ox);56310;0.54;0.07;1.83;10.78;45;150;2;5;9.9;12.7;0.6;20.7;12.2;25;12.2;22;50;5;10;11.3;6.59;0.93;29.8;11.21;51.82;69.4;66.5
20-Jun-15;3122;M4B;141011;0.2;1.53;1.56;4.35;20;150;40;10;10.2;3.5;27.8;4.5;10.8;70.4;11.9;67.5;200;15;5;11.2;0.6;1.73;31.21;5.26;11.1;75.94;73
20-Jun-15;3123;M2(Ox);28508;0.48;0.01;0.07;7.15;5;0;3;5;10.2;15.2;0;1.3;20.3;60.6;39.8;57.5;;;;;;;;;;;
20-Jun-15;3124;M4B(Ox);42690;0.45;0.02;1.15;5.6;40;160;15;10;10.2;8.5;0.3;23;11.7;63.8;70;60;250;15;10;11.2;3.08;0.13;6.04;18.08;13.59;10.83;8
21-Jun-15;3125;M5;60368;1.86;0.01;0.19;5.34;45;50;35;20;10.2;28.1;0.1;2.4;6.5;74.4;59.7;71.5;;;;;;;;;;;
21-Jun-15;3126;M6;79695;1.56;0.02;2.18;5.07;45;180;25;15;10.5;19.9;0.5;14.1;5.5;58.8;30.5;56;160;5;5;11.3;5.89;0.08;27.91;2.68;14.48;50.3;47.5
20-Jun-15;3131;M4B;19493;0.52;0.21;2.1;12.09;45;150;2;5;10;11.8;3.4;21.4;11.4;10.9;4.9;8;250;10;10;11.2;4.95;3.19;36.79;8.54;45.44;83.8;80
20-Jun-15;3132;M4B;119580;0.41;0.21;1.65;7.82;30;150;25;5;10;12.3;7.5;4.5;13.6;66.2;6.1;63.5;230;10;10;11.2;1.55;0.34;29.56;9.15;18.11;87.09;84
24-Jun-15;3133;M2A;52058;0.24;0.03;0.24;4.67;5;0;20;10;10;3.5;0.4;2.8;19.3;35.5;27.5;30;;;;;;;;;;;
24-Jun-15;3134;M2A;28913;0.6;0.01;0.39;2.92;20;0;45;10;10.3;12.3;0.1;8.7;5.3;57.2;63.9;52;;;;;;;;;;;
24-Jun-15;3135;M2A;26734;0.49;0.01;0.21;3.83;10;0;15;15;10.1;9.9;0.2;4.6;6.8;62.7;66.7;58;;;;;;;;;;;
26-Jun-15;3136;M5;20899;1.37;0.02;0.13;4.25;45;;35;20;10.2;25.1;0.2;1.7;7.4;74.9;58.5;71;;;;;;;;;;;
26-Jun-15;3137;M6;32246;1.35;0.03;1.63;5.17;45;150;30;25;10.3;29.7;0.8;4.9;8.6;65.1;9;62;150;10;5;11.3;3.72;0.08;30.37;3.54;11.48;78.31;75
28-Jun-15;3138;M4B;144720;2.2;0.03;3.09;14.39;20;150;15;15;10.2;24.9;0.3;5.5;23.5;78;11.9;75;150;5;10;11.2;4.04;0.02;44;9.04;11.28;84.3;81
28-Jun-15;3139;M4B;51499;2.09;0.04;2;9.98;10;150;10;15;10.2;23.4;0.4;3.8;20;82.7;14.3;79;150;5;10;11.3;4.89;0.03;29.29;8.4;12.73;81.3;78
29-Jun-15;3140;M2(Ox);191276;0.26;0.11;0.23;3.95;20;50;2;10;10.2;8.4;2.3;6.6;12.2;40.9;36.4;35;;;;;;;;;;;
30-Jun-15;3141;M6;59779;1.26;0.03;1.3;5.13;45;150;25;20;10.3;25.3;0.5;8.4;8.4;72.7;23.5;69;150;15;10;11.3;4.25;0.08;28.61;3.92;10.42;68.62;71
30-Jun-15;3142;M2A;13088;0.3;0.02;0.1;5.86;10;;6;15;10.1;12.5;0.4;1.6;11.7;73.5;26.3;71;;;;;;;;;;;
5-Jul-15;3170;M5;83153;1.4;0.01;0.17;4.08;45;50;45;15;10.3;23.9;0.1;1.3;7.1;80.8;37.5;77.5;;;;;;;;;;;
5-Jul-15;3171;M5;45364;0.31;0.01;0.03;3.6;5;50;45;10;10.2;10.2;0.2;0.3;5.1;75.8;18;73;;;;;;;;;;;
5-Jul-15;3172;M2A;52174;0.44;0.01;0.1;6.77;10;0;30;20;10.3;10.8;0.2;0.5;10.7;56;10.6;53;;;;;;;;;;;
5-Jul-15;3173;M2A;17903;0.27;0.03;0.09;6.09;5;0;20;10;10.3;8.5;1;0.6;9.6;57.3;11.9;54.5;;;;;;;;;;;
5-Jul-15;3174;M4BT;28560;0.51;0.01;1.07;5.6;20;100;40;15;10.2;16.8;0.2;3.5;13.2;65.4;6.6;63.5;150;10;5;11;3.29;0.01;32.59;5.42;16.59;80.19;78
5-Jul-15;3175;M4BT;54776;0.56;0.01;0.97;6.18;40;50;40;15;10.1;18.5;0.2;2.6;10.3;56.8;4.8;54.5;150;15;10;11.1;4.56;0.01;33.42;5.06;18.94;85.21;83
5-Jul-15;3176;M4BT;108308;0.42;0.01;0.92;6.75;5;50;30;15;10.1;12.2;0.5;4.3;11.1;51.8;8.1;48.5;150;10;10;11;2.37;0.05;32.7;5.67;12.45;76.9;74
5-Jul-15;3177;M4B;21124;1.15;0.01;1.49;10.77;40;150;5;10;10.1;19.3;0.2;19.3;17.7;72.3;56.8;68;150;5;5;11.4;8.22;0.09;11.67;16.42;15.77;17.6;15
5-Jul-15;3178;M4B;34999;1.13;0.01;1.36;11.39;20;150;5;10;10.2;23.1;0.1;6.4;21.7;73.6;17.1;70;100;5;10;11.1;5.99;0.02;30.83;11.52;15.76;68.34;65
9-Jul-15;3179;M2AT;19920;0.35;0.02;0.06;5.65;2;0;30;20;10.2;18;0.5;0.8;12.3;57.5;17.4;55;;;;;;;;;;;
9-Jul-15;3180;M4B;39188;0.79;0.05;1.18;6.05;5;150;20;10;10.2;19.5;1.2;3.1;15.7;67.2;7;65;150;10;10;11.3;4.66;0.11;28.99;8.24;20.94;85.98;83
9-Jul-15;3181;M2AT;63608;0.6;0.01;0.23;3.92;20;50;30;20;10.2;13.3;0.2;0.9;6.9;52.4;9.2;51;;;;;;;;;;;
9-Jul-15;3182;M6;57086;1.34;0.02;3.57;8.74;10;200;15;20;10.2;22.7;0.2;5.4;18.8;66.7;5.9;64.5;200;20;15;11.3;3.34;0.01;45.65;5.85;17.31;88.85;85.5
10-Jul-15;3183;M6;90375;1.71;0.01;1.69;6.45;45;150;30;25;10.1;26.2;0.1;4.7;14;77;14.3;72;150;10;10;11.2;4.26;0.01;29.4;6.43;11.12;79.76;77
10-Jul-15;3184;M5;34815;1.21;0.02;0.17;7.55;15;50;30;25;10.1;25;0.2;3.3;15.3;79.9;73;77;;;;;;;;;;;
10-Jul-15;3185;M5;13106;0.93;0.01;0.2;3.4;45;50;35;20;10.1;21.6;0.2;2.5;7;86.6;44.2;84;;;;;;;;;;;
10-Jul-15;3186;M2AT(OX);118601;0.52;0.01;0.16;6.68;30;50;15;25;10.3;16.9;0.2;4.7;12.9;74.3;65.2;71;;;;;;;;;;;
10-Jul-15;3187;M4B(Ox);20468;0.56;0.01;0.9;4.55;30;150;5;15;10;9.4;0.1;33.9;8.4;26.2;59.5;23;100;5;5;11.2;12.2;0.09;10.94;10.97;39.14;22;20
10-Jul-15;3188;MBT;36143;0.49;0.02;0.67;3.67;30;100;25;15;10.3;17.8;0.3;2.3;9.6;62;5.9;59;100;10;10;11.2;3.87;0.02;21.36;4.91;20.67;85.47;82.5
13-Jul-15;3189;M5;0;;;;;;;;;;;;;;;;67.5;;;;;;;;;;;
16-Jul-15;3190;M2A(Ox);46695;1;0.01;0.35;9.26;20;100;6;10;10.2;14;0.1;4.9;23.1;44.6;44.4;40;;;;;;;;;;;
16-Jul-15;3191;M4B(Ox);120866;1.08;0.02;1.71;10.69;45;150;2;15;10;14;0.2;26.4;11.2;20.4;24.9;16;100;2;5;11;13.48;0.17;16.23;15.05;46.66;36.16;
16-Jul-15;3192;M2A(Ox);24251;0.54;0.04;0.49;6.12;20;100;5;15;10.2;12.7;1;13.1;10.1;42.3;45.6;36;;;;;;;;;;;
16-Jul-15;3193;M2A(Ox);98708;0.29;0.04;0.28;3.89;10;100;4;15;10.1;8.2;0.8;5.6;10.2;41.9;28.5;35.8;;;;;;;;;;;
19-Jul-15;3194;M2A(Ox);232226;0.32;0.03;0.31;4.66;20;50;10;15;10.1;8.4;1;6.9;12.1;27.6;24.8;24;;;;;;;;;;;
19-Jul-15;3195;M4B;22215;1.14;0.02;1.78;9.02;15;150;3;5;10;14.1;0.2;20.7;13.6;33.8;32.3;30.5;150;5;5;11.3;11.67;0.22;22.37;12.88;45.63;56.99;54
19-Jul-15;3196;M4B(Ox);15893;0.56;0.01;1.58;4.86;20;150;5;8;10.1;14.3;0.2;23.9;14;32.3;21.5;28.5;150;8;5;11.3;8.41;0.13;20.5;9.74;34.85;33.86;31
19-Jul-15;3197;M2A(Ox);21825;0.49;0.07;0.28;6.09;15;50;15;5;10;15.4;0.3;6;15.7;61.1;40.6;58;;;;;;;;;;;
19-Jul-15;3198;M2A(Ox);32633;0.83;0.01;0.27;8.2;15;50;15;10;10.1;18.3;0.1;6.3;18.6;67.4;71.2;64.5;;;;;;;;;;;
19-Jul-15;3199;M4B(Ox);16894;1.07;0.01;1.35;8.95;40;150;20;18;10.2;15.5;0.1;22.5;12.2;48.5;59;45.5;150;5;5;11.2;12.24;0.1;5.52;16.89;29.85;11.3;8
21-Jul-15;3200;M4B(Ox);75559;0.88;0.02;1.92;9.08;40;150;8;15;10;9.7;0.2;25.5;13.4;43.5;54;40;150;5;5;11.2;5.17;0.2;4.33;25.21;11.8;4.67;4
21-Jul-15;3201;M4B(Ox);45308;1.46;0.01;1.41;11.5;40;150;5;15;10.1;17.7;0.1;14.9;18.9;74;63.3;71;100;5;0;11.2;5.09;0.04;5.48;28.58;13.62;14.91;12
21-Jul-15;3202;M4B;26543;0.07;1.29;0.96;3.39;15;100;10;10;10;1;26.3;4;6.8;51.7;16.4;47;100;10;10;11.3;0.36;1.52;13.55;17.41;23.53;69.88;66
21-Jul-15;3203;M4B;28451;0.15;1.5;0.81;4.4;10;50;10;10;10;2.6;32.8;5.1;10.9;68.6;26.8;65;100;10;10;11.3;0.77;2.21;22.5;10.54;11.44;65.36;63
21-Jul-15;3204;M6;14573;0.89;0.04;2.93;4.23;40;150;40;15;10.2;19.4;0.8;11.4;9.8;79.7;16.2;77;200;30;10;11.1;1.3;0.06;43.18;2.25;6.67;76.37;73
21-Jul-15;3205;M6;54649;0.87;0.01;1.22;4.63;40;150;40;20;10.1;19.6;0.4;3.1;9.6;62.6;6.5;59;260;30;5;11.4;2.3;0.07;34.3;3.33;7.54;74.4;71
24-Jul-15;3206;M2A(Ox);25073;0.89;0.01;0.36;9.22;45;200;30;10;10.2;17.6;0;7;17.2;67.7;65.7;64.5;;;;;;;;;;;
24-Jul-15;3207;M2A;17651;0.8;0.01;0.03;8.63;15;30;20;15;10.3;12.5;0;0.4;21.2;86;69.8;84;;;;;;;;;;;
24-Jul-15;3208;M6;105900;1.27;0.02;1.67;5.26;45;150;25;20;10;19.3;0.2;7.9;8.2;79.3;25.7;76;150;6;10;11.2;2.05;0.01;22.85;2.98;6.93;61.2;59
24-Jul-15;3209;M6;100136;1.8;0.03;1.21;4.18;45;150;15;15;10;26.5;0.4;11.3;7.3;67.9;49.1;65;100;5;5;11.2;11.39;0.17;13.53;4.68;21.79;43.95;41
26-Jul-15;3210;M2A(Ox);0;0.36;0.01;0.65;10.29;40;100;1;5;10.1;13.4;0.1;8.2;19.9;37;12.6;32;;;;;;;;;;;
26-Jul-15;3211;M2A(Ox);0;0.62;0.03;0.59;14.6;20;100;6;6;10.2;15.7;0.5;3.8;23.3;81.3;21;77;;;;;;;;;;;
26-Jul-15;3212;M1;0;2.73;0.01;0.24;17.46;10;50;8;10;10.3;24.4;0.1;2.1;26.4;84.1;84.5;82;;;;;;;;;;;
26-Jul-15;3213;M2A;0;1.97;0.02;0.43;17.06;10;50;10;10;10.3;20.9;0.2;5.7;22.5;71.8;89.1;69;;;;;;;;;;;
26-Jul-15;3214;M4B;0;2.89;0.04;1.82;15.56;30;150;35;10;9.8;23.7;0.3;7;24.3;71.9;33.9;69;150;15;5;11.2;5.56;0.06;29.92;16.38;5.88;50.21;48
26-Jul-15;3215;M4B;0;0.11;0.99;1.26;3.82;20;150;10;10;10;2;31.2;3.7;8.8;44.3;7.1;41;150;15;5;11.2;0.62;2.13;24.79;10.8;20.82;72.41;70
8-Ago-15;3236;M4B;0;0.96;0.03;1.31;4.11;20;150;10;15;9.7;19.1;0.7;6.5;11.8;85.3;20.8;82.5;100;10;5;11.3;1.86;0.07;31.92;3.54;6.03;73.73;72
8-Ago-15;3237;M4B;0;0.57;0.01;1.34;5.91;20;150;25;29;9.3;17.9;0.3;3.2;11.8;63.4;4.7;61.5;100;10;5;11.3;2.82;0.01;31.28;5.06;19.34;87.58;85
8-Ago-15;3238;M2A;0;0.56;0.01;0.25;5.07;10;50;35;35;10;15.8;0.4;5.2;8.7;67.9;51;65.4;;;;;;;;;;;
8-Ago-15;3239;M4B;0;0.59;0.01;0.8;7.16;10;100;20;10;9.8;18.7;0.2;4.3;16.3;72.7;12.5;70;50;5;5;11.9;4.18;0.01;30.37;6.91;14.72;79.33;77
8-Ago-15;3240;M2A;0;0.56;0.01;0.15;6.58;10;0;25;20;9.5;17.5;0.3;2.5;14.3;81.7;44.2;79.5;;;;;;;;;;;
15-Ago-15;3241;M4B;99165;0.2;1.81;1.6;3;10;150;30;20;8.8;2;26.3;4.9;10.7;58.4;18.6;56;100;10;5;11.2;0.9;1.9;24.8;6.5;1.99;69.6;67
15-Ago-15;3242;M4B;23370;0.12;0.24;0.9;2.2;10;100;5;10;10;4;10.4;4.5;6;39.9;5.9;38;50;8;5;11.3;1.3;0.97;15.4;6.1;44.1;66.9;64
16-Ago-15;3243;M5;10000;0.82;0.01;0.04;5.43;40;0;25;15;10.1;22.4;0.2;0.6;9.4;59.7;34.1;53;;;;;;;;;;;
16-Ago-15;3244;M5;10000;0.55;0.01;0.01;4.75;40;0;30;15;10;17.6;0.1;0.2;6.4;51.6;25.2;46.5;;;;;;;;;;;
16-Ago-15;3245;M5;10000;0.26;0.02;0.03;4.3;20;0;40;15;10.1;14;0.1;0.2;6.1;53.2;7.6;48.5;;;;;;;;;;;
22-Ago-15;3246;M4B;20288;0.84;0.02;1.14;6.5;10;150;40;10;10.1;18.7;0.2;3.6;16.7;79.4;11.3;76.5;100;10;5;11.2;2.2;0.04;23.4;8.4;10.7;82.2;79
22-Ago-15;3247;M2A;81349;0.72;0.01;0.29;7.08;10;50;15;20;10.1;15.2;0;6.1;14.2;77.4;79.5;74;;;;;;;;;;;
24-Ago-15;3248;M5;10000;0.37;0.01;0.04;2.47;30;0;40;20;10;13.3;0.3;0.1;4.3;26.9;2.4;24;;;;;;;;;;;
24-Ago-15;3249;M5;10000;0.34;0.01;0.01;3.5;15;0;40;20;10.1;28.9;0.2;0.2;6.6;44.9;7.9;41;;;;;;;;;;;
22-Ago-15;3250;M4B;97673;0.19;1.3;1.36;3.28;10;100;30;15;9.4;2;21.6;4;9.2;57.6;15.7;54.5;150;10;10;11.1;0.72;0.94;16.93;13;23.67;76.03;73
24-Ago-15;3251;M4B;148406;0.15;1.61;1.84;3.19;10;150;30;15;9.5;1.7;23.3;5.2;9.6;69.8;17.3;67;150;15;10;11.2;0.41;1.03;21.94;8.83;18.2;76.55;73.5
25-Ago-15;3253;M4B;10000;1.17;0.09;0.83;25.69;60;150;10;10;10.3;5.8;1.1;7.8;28.7;7.5;14.2;5;150;5;5;11.5;2.96;0.25;1.88;29.29;2.33;2.1;2
24-Ago-15;3254;M2A;20680;0.27;0.04;0.28;4.23;20;50;3;15;10;7;1;7.5;12.9;39.9;41.5;35;;;;;;;;;;;
25-Ago-15;3255;M6;144364;1.92;0.03;2.78;5.03;45;150;25;20;10.1;22.7;0.3;21.3;7.5;80.6;52.8;70;150;20;5;11.2;5.42;0.06;34.77;3.49;8.7;39.05;69
25-Ago-15;3256;M5;243848;1.7;0.02;0.26;4.51;30;50;35;20;10.3;29.5;0.2;4.4;7.9;90.7;86.1;88;;;;;;;;;;;
2-Set-15;3257;M4B;37571;0.56;0.12;1.01;3.22;5;150;10;5;10.2;13.6;3.3;2.8;10.9;68.6;7.7;66;50;5;5;11;3.01;0.36;26.8;5.55;16.26;80.15;78
2-Set-15;3258;M5;151811;1.37;0.01;0.22;5.61;20;50;35;15;10.3;28.6;0.1;3.6;8.3;73.4;56.5;70;;;;;;;;;;;
2-Set-15;3259;M5;55373;0.59;0.01;0.06;2.83;15;0;30;20;10.3;19.7;0.2;1.1;6.7;76.4;46;73;;;;;;;;;;;
2-Set-15;3260;M6;60053;1.97;0.06;4.83;6.72;45;250;15;25;9.8;27;1;11.7;11.4;62;11.1;59;250;10;10;11.3;5.31;0.07;43.4;4.1;24.49;83.25;80
2-Set-15;3261;M2A;16193;0.27;0.01;0.11;4.56;10;25;40;15;10.2;16.4;0.5;2.9;8.3;77.2;41.9;74;;;;;;;;;;;
2-Set-15;3262;M5;44419;0.54;0.01;0.05;7.1;20;0;30;20;10.2;20.4;0.4;1.1;10.8;69.3;50;66;;;;;;;;;;;
2-Set-15;3263;M2A;19819;0.35;0.01;0.08;7.6;10;0;15;20;10.1;12.5;0.1;0.7;9.4;58.7;28.1;56;;;;;;;;;;;
2-Set-15;3264;M2A;33668;0.52;0.01;0.05;7.46;15;0;35;20;10.2;17;0.1;0.6;9.6;64.1;37.4;61;;;;;;;;;;;
2-Set-15;3265;M2A;19721;0.28;0.01;0.03;7.16;15;0;20;15;10.1;11.4;0.2;0.4;10.2;60.3;21.7;57;;;;;;;;;;;
6-Set-15;3266;M6;86258;1.16;0.02;2;4.06;30;180;25;20;9.9;17.1;0.2;5.6;5.6;66.6;12.9;63.5;150;20;10;11.1;3.38;0.03;31.35;2.68;14.19;77.58;74.5
12-Set-15;3267;M4B;134558;0.15;1.38;1.3;3.95;30;200;20;5;9.5;1.5;41;2.1;4;23.8;3.9;21.5;200;15;10;11.4;1.79;3.86;24.85;6.99;51.24;82.97;80
14-Set-15;3269;M4BT;98644;0.76;0.01;1.44;5.64;20;150;20;10;10;14.3;0.2;6.5;9.9;54.2;12.1;52;150;6;5;11.3;4.22;0.08;31.33;5.15;20.87;75.73;73
14-Set-15;3270;M2AT;22808;0.44;0.01;0.09;4.3;20;0;30;15;10.1;12.5;0.3;0.9;7.7;45.7;14.6;43;;;;;;;;;;;
14-Set-15;3271;M2AT;40710;0.37;0.01;0.06;5.39;5;0;20;15;10;12.5;0.4;0.7;10.6;62.2;18.4;59.5;;;;;;;;;;;
14-Set-15;3272;M2AT;43328;0.45;0.01;0.08;6.12;15;0;12.5;10;10;17.7;0.7;1.3;14.3;67.1;35.8;64;;;;;;;;;;;
15-Set-15;3273;MP;113265;0.17;1.33;1.08;3.5;30;150;20;10;10;2.3;26.3;4.2;6.4;46.5;12.8;44;200;10;5;11.3;1.3;2.18;26.94;3.79;22.28;68.64;66
18-Set-15;3274;M4BT;31650;1.26;0.05;1.4;5.3;30;150;15;0;10.2;19.8;0.7;4.8;11.2;83.6;18;81.5;200;10;10;11.3;3;0.14;28.1;3.6;9.2;78.1;75.5
20-Set-15;3275;MP;69915;0.16;1.08;1.21;2.9;20;200;15;10;10;2.6;26.9;3.8;5.2;53.6;10.1;51.5;150;15;10;11.3;1;1.65;22;5.3;28.8;81.5;79
20-Set-15;3276;MP;104599;0.15;1.06;1.19;2.7;20;200;15;10;10;2.2;30.4;3.7;4;39.1;8.2;36.5;150;15;10;11.4;1.5;2.07;23.2;6.9;42.7;83.2;80
10-Oct-15;3313;M6;46695;1.82;0.04;1.45;3.27;50;150;27.5;10;10.1;17.5;0.3;10.8;6.5;86.3;73.7;84.3;180;8;10;11.4;3.58;0.06;8.22;3.94;6.84;21.81;20
10-Oct-15;3314;M6;16275;2.57;0.02;0.89;5.18;50;150;30;15;10.1;25;0.2;9;6.7;86.7;88.7;82;200;5;0;11.4;4.74;0.02;2.32;4.71;5.27;7.35;7
10-Oct-15;3315;M5;33386;0.54;0.02;0.09;3.38;40;50;25;15;10.3;13.6;0.2;0.6;5.6;80.1;24.6;77.5;;;;;;;;;;;
10-Oct-15;3316;M5;123656;2.05;0.02;0.3;4.94;40;100;45;20;10.3;29.5;0.1;4.1;7.7;89.4;87.2;85;;;;;;;;;;;
10-Oct-15;3317;M6;134224;2.11;0.03;4.21;6.06;60;200;30;15;10.1;19.3;0.2;20.4;7.3;73.4;39.2;71.5;200;10;5;11.4;4.28;0.03;33.73;3.57;13.61;53.93;52
11-Oct-15;3318;M4B;96604;0.31;0.04;1.58;10.15;40;150;4;5;10;7.4;1.6;5.7;10.6;36.6;5.5;34.5;150;5;5;11.4;2.26;0.12;27.69;7.37;33.15;80.16;78
18-Oct-15;3330;M6;86955;1.55;0.03;1.61;3.58;60;200;30;30;10.2;25.9;0.4;4.7;6.3;65.3;10.9;63.5;200;30;5;11.4;4.31;0.1;29.67;2.37;10.63;67.87;66
22-Oct-15;3331;M2;108199;0.91;0.02;0.13;7.92;10;0;20;15;10.3;20.1;0.3;1.8;17.1;90.5;56;88;;;;;;;;;;;
23-Oct-15;3332;M4B;38153;2.59;0.01;4.43;15.34;20;200;25;10;9.5;26.1;0.1;4.1;23.9;47.9;4.4;75;250;15;5;11.3;10.18;0.01;37.27;12.17;42.1;90.28;85.5
23-Oct-15;3333;M6;104108;1.7;0.03;1.72;9.45;20;200;30;10;10.2;22;0.3;12.2;12.9;74.2;41.5;72.2;250;15;10;11.5;4.35;0.06;29.04;5.81;7.43;50.06;48.1
4-Nov-15;3352;M4B;0;0.47;0.01;1.94;7.01;60;200;4;5;9.9;7.5;0.2;21.2;13.4;27.8;22.2;25;50;5;5;11.4;3.16;0.05;18.22;11.43;23.23;37.89;36
4-Nov-15;3353;M4B;0;0.4;0.02;1.25;9.34;20;200;12;5;10.1;9.3;0.3;8.5;21.2;52.7;12.7;50.5;150;5;5;11.4;1.44;0.01;26.84;12.7;14.61;71.38;69
